"No.","Time","Source","Destination","Protocol","Length","TCP Segment Len","Info"
"636","3.157781","192.168.0.8","73.85.80.81","UDP","58","","54222  >  6881 Len=1472"
"637","3.158045","192.168.0.8","73.85.80.81","IPv4","1490","","Fragmented IP protocol (proto=UDP 17, off=0, ID=7f50) [Reassembled in #638]"
"638","3.158045","192.168.0.8","73.85.80.81","UDP","58","","54222  >  6881 Len=1472"
"639","3.196206","73.85.80.81","192.168.0.8","UDP","65","","6881  >  54222 Len=23"
"640","3.196309","192.168.0.8","73.85.80.81","IPv4","1490","","Fragmented IP protocol (proto=UDP 17, off=0, ID=7f51) [Reassembled in #641]"
"641","3.196309","192.168.0.8","73.85.80.81","UDP","58","","54222  >  6881 Len=1472"
"642","3.196496","73.85.80.81","192.168.0.8","UDP","66","","6881  >  54222 Len=24"
"643","3.196496","73.85.80.81","192.168.0.8","UDP","66","","6881  >  54222 Len=24"
"644","3.196533","73.85.80.81","192.168.0.8","UDP","66","","6881  >  54222 Len=24"
"645","3.196533","73.85.80.81","192.168.0.8","UDP","66","","6881  >  54222 Len=24"
"646","3.196533","73.85.80.81","192.168.0.8","UDP","66","","6881  >  54222 Len=24"
"647","3.196592","192.168.0.8","73.85.80.81","IPv4","1490","","Fragmented IP protocol (proto=UDP 17, off=0, ID=7f53) [Reassembled in #648]"
"648","3.196592","192.168.0.8","73.85.80.81","UDP","58","","54222  >  6881 Len=1472"
"649","3.196716","192.168.0.8","73.85.80.81","IPv4","1490","","Fragmented IP protocol (proto=UDP 17, off=0, ID=7f55) [Reassembled in #650]"
"650","3.196716","192.168.0.8","73.85.80.81","UDP","58","","54222  >  6881 Len=1472"
"651","3.196767","192.168.0.8","73.85.80.81","IPv4","1490","","Fragmented IP protocol (proto=UDP 17, off=0, ID=7f57) [Reassembled in #652]"
"652","3.196767","192.168.0.8","73.85.80.81","UDP","58","","54222  >  6881 Len=1472"
"653","3.211961","73.85.80.81","192.168.0.8","UDP","67","","6881  >  54222 Len=25"
"654","3.211961","73.85.80.81","192.168.0.8","UDP","67","","6881  >  54222 Len=25"
"655","3.211961","73.85.80.81","192.168.0.8","UDP","67","","6881  >  54222 Len=25"
"656","3.212082","192.168.0.8","73.85.80.81","IPv4","1490","","Fragmented IP protocol (proto=UDP 17, off=0, ID=7f59) [Reassembled in #657]"
"657","3.212082","192.168.0.8","73.85.80.81","UDP","58","","54222  >  6881 Len=1472"
"658","3.212145","192.168.0.8","73.85.80.81","IPv4","1490","","Fragmented IP protocol (proto=UDP 17, off=0, ID=7f5b) [Reassembled in #659]"
"659","3.212145","192.168.0.8","73.85.80.81","UDP","58","","54222  >  6881 Len=1472"
"660","3.212289","192.168.0.8","73.85.80.81","IPv4","1490","","Fragmented IP protocol (proto=UDP 17, off=0, ID=7f5d) [Reassembled in #661]"
"661","3.212289","192.168.0.8","73.85.80.81","UDP","58","","54222  >  6881 Len=1472"
"662","3.212398","192.168.0.8","73.85.80.81","IPv4","1490","","Fragmented IP protocol (proto=UDP 17, off=0, ID=7f5f) [Reassembled in #663]"
"663","3.212398","192.168.0.8","73.85.80.81","UDP","58","","54222  >  6881 Len=1472"
"664","3.212450","192.168.0.8","73.85.80.81","IPv4","1490","","Fragmented IP protocol (proto=UDP 17, off=0, ID=7f61) [Reassembled in #665]"
"665","3.212450","192.168.0.8","73.85.80.81","UDP","58","","54222  >  6881 Len=1472"
"666","3.421977","73.85.80.81","192.168.0.8","UDP","67","","6881  >  54222 Len=25"
"667","3.422909","192.168.0.8","73.85.80.81","IPv4","1490","","Fragmented IP protocol (proto=UDP 17, off=0, ID=7f63) [Reassembled in #668]"
"668","3.422909","192.168.0.8","73.85.80.81","UDP","58","","54222  >  6881 Len=1472"
"669","3.423026","192.168.0.8","73.85.80.81","IPv4","1490","","Fragmented IP protocol (proto=UDP 17, off=0, ID=7f65) [Reassembled in #670]"
"670","3.423026","192.168.0.8","73.85.80.81","UDP","58","","54222  >  6881 Len=1472"
"671","3.423125","192.168.0.8","73.85.80.81","IPv4","1490","","Fragmented IP protocol (proto=UDP 17, off=0, ID=7f67) [Reassembled in #672]"
"672","3.423125","192.168.0.8","73.85.80.81","UDP","58","","54222  >  6881 Len=1472"
"673","3.484515","73.85.80.81","192.168.0.8","UDP","62","","6881  >  54222 Len=20"
"674","3.484515","73.85.80.81","192.168.0.8","UDP","62","","6881  >  54222 Len=20"
"675","3.484606","73.85.80.81","192.168.0.8","UDP","62","","6881  >  54222 Len=20"
"676","3.484606","73.85.80.81","192.168.0.8","UDP","62","","6881  >  54222 Len=20"
"677","3.484606","73.85.80.81","192.168.0.8","UDP","113","","6881  >  54222 Len=71"
"678","3.484606","73.85.80.81","192.168.0.8","UDP","62","","6881  >  54222 Len=20"
"679","3.484606","73.85.80.81","192.168.0.8","UDP","62","","6881  >  54222 Len=20"
"680","3.485133","192.168.0.8","73.85.80.81","IPv4","1490","","Fragmented IP protocol (proto=UDP 17, off=0, ID=7f69) [Reassembled in #681]"
"681","3.485133","192.168.0.8","73.85.80.81","UDP","58","","54222  >  6881 Len=1472"
"682","3.485212","192.168.0.8","73.85.80.81","IPv4","1490","","Fragmented IP protocol (proto=UDP 17, off=0, ID=7f6b) [Reassembled in #683]"
"683","3.485212","192.168.0.8","73.85.80.81","UDP","58","","54222  >  6881 Len=1472"
"684","3.485249","192.168.0.8","73.85.80.81","IPv4","1490","","Fragmented IP protocol (proto=UDP 17, off=0, ID=7f6d) [Reassembled in #685]"
"685","3.485249","192.168.0.8","73.85.80.81","UDP","58","","54222  >  6881 Len=1472"
"686","3.485289","192.168.0.8","73.85.80.81","IPv4","1490","","Fragmented IP protocol (proto=UDP 17, off=0, ID=7f6f) [Reassembled in #687]"
"687","3.485289","192.168.0.8","73.85.80.81","UDP","58","","54222  >  6881 Len=1472"
"688","3.485325","192.168.0.8","73.85.80.81","IPv4","1490","","Fragmented IP protocol (proto=UDP 17, off=0, ID=7f71) [Reassembled in #689]"
"689","3.485325","192.168.0.8","73.85.80.81","UDP","58","","54222  >  6881 Len=1472"
"690","3.485361","192.168.0.8","73.85.80.81","IPv4","1490","","Fragmented IP protocol (proto=UDP 17, off=0, ID=7f73) [Reassembled in #691]"
"691","3.485361","192.168.0.8","73.85.80.81","UDP","58","","54222  >  6881 Len=1472"
"692","3.485609","192.168.0.8","73.85.80.81","IPv4","1490","","Fragmented IP protocol (proto=UDP 17, off=0, ID=7f75) [Reassembled in #693]"
"693","3.485609","192.168.0.8","73.85.80.81","UDP","58","","54222  >  6881 Len=1472"
"694","3.485699","192.168.0.8","73.85.80.81","IPv4","1490","","Fragmented IP protocol (proto=UDP 17, off=0, ID=7f77) [Reassembled in #695]"
"695","3.485699","192.168.0.8","73.85.80.81","UDP","58","","54222  >  6881 Len=1472"
"696","3.485758","192.168.0.8","73.85.80.81","IPv4","1490","","Fragmented IP protocol (proto=UDP 17, off=0, ID=7f79) [Reassembled in #697]"
"697","3.485758","192.168.0.8","73.85.80.81","UDP","58","","54222  >  6881 Len=1472"
"698","3.485810","192.168.0.8","73.85.80.81","IPv4","1490","","Fragmented IP protocol (proto=UDP 17, off=0, ID=7f7b) [Reassembled in #699]"
"699","3.485810","192.168.0.8","73.85.80.81","UDP","58","","54222  >  6881 Len=1472"
"700","3.499422","192.168.0.8","89.185.82.104","TCP","66","0","17699  >  1583 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"701","3.685477","192.168.0.8","89.245.47.79","TCP","66","0","[TCP Retransmission] 17711  >  55642 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"702","3.700453","73.85.80.81","192.168.0.8","UDP","65","","6881  >  54222 Len=23"
"703","3.700768","192.168.0.8","73.85.80.81","IPv4","1490","","Fragmented IP protocol (proto=UDP 17, off=0, ID=7f7d) [Reassembled in #704]"
"704","3.700768","192.168.0.8","73.85.80.81","UDP","58","","54222  >  6881 Len=1472"
"705","3.700867","192.168.0.8","73.85.80.81","IPv4","1490","","Fragmented IP protocol (proto=UDP 17, off=0, ID=7f7f) [Reassembled in #706]"
"706","3.700867","192.168.0.8","73.85.80.81","UDP","58","","54222  >  6881 Len=1472"
"707","3.701303","192.168.0.8","41.182.4.180","UDP","1213","","6881  >  31594 Len=1171"
"708","3.762137","73.85.80.81","192.168.0.8","UDP","65","","6881  >  54222 Len=23"
"709","3.762137","73.85.80.81","192.168.0.8","UDP","65","","6881  >  54222 Len=23"
"710","3.762137","73.85.80.81","192.168.0.8","UDP","65","","6881  >  54222 Len=23"
"711","3.762137","73.85.80.81","192.168.0.8","UDP","65","","6881  >  54222 Len=23"
"712","3.762137","73.85.80.81","192.168.0.8","UDP","66","","6881  >  54222 Len=24"
"713","3.762507","192.168.0.8","73.85.80.81","IPv4","1490","","Fragmented IP protocol (proto=UDP 17, off=0, ID=7f80) [Reassembled in #714]"
"714","3.762507","192.168.0.8","73.85.80.81","UDP","58","","54222  >  6881 Len=1472"
"715","3.762624","192.168.0.8","73.85.80.81","IPv4","1490","","Fragmented IP protocol (proto=UDP 17, off=0, ID=7f82) [Reassembled in #716]"
"716","3.762624","192.168.0.8","73.85.80.81","UDP","58","","54222  >  6881 Len=1472"
"717","3.762783","192.168.0.8","73.85.80.81","IPv4","1490","","Fragmented IP protocol (proto=UDP 17, off=0, ID=7f84) [Reassembled in #718]"
"718","3.762783","192.168.0.8","73.85.80.81","UDP","58","","54222  >  6881 Len=1472"
"719","3.762847","192.168.0.8","73.85.80.81","IPv4","1490","","Fragmented IP protocol (proto=UDP 17, off=0, ID=7f86) [Reassembled in #720]"
"720","3.762847","192.168.0.8","73.85.80.81","UDP","58","","54222  >  6881 Len=1472"
"721","3.763014","192.168.0.8","73.85.80.81","IPv4","1490","","Fragmented IP protocol (proto=UDP 17, off=0, ID=7f88) [Reassembled in #722]"
"722","3.763014","192.168.0.8","73.85.80.81","UDP","58","","54222  >  6881 Len=1472"
"723","3.763078","192.168.0.8","73.85.80.81","IPv4","1490","","Fragmented IP protocol (proto=UDP 17, off=0, ID=7f8a) [Reassembled in #724]"
"724","3.763078","192.168.0.8","73.85.80.81","UDP","58","","54222  >  6881 Len=1472"
"725","3.865129","89.245.47.79","192.168.0.8","ICMP","70","","Destination unreachable (Communication administratively filtered)"
"726","3.916986","78.145.76.104","192.168.0.8","BT-DHT","146","","Get_peers Info_hash=1643dba3403d46c19c30b3beb26ff9711890ca2b"
"727","3.917276","192.168.0.8","78.145.76.104","BT-DHT","352","","Response Nodes=8"
"728","4.035793","73.85.80.81","192.168.0.8","UDP","66","","6881  >  54222 Len=24"
"729","4.035793","73.85.80.81","192.168.0.8","UDP","66","","6881  >  54222 Len=24"
"730","4.035867","73.85.80.81","192.168.0.8","UDP","62","","6881  >  54222 Len=20"
"731","4.035867","73.85.80.81","192.168.0.8","UDP","62","","6881  >  54222 Len=20"
"732","4.035867","73.85.80.81","192.168.0.8","UDP","96","","6881  >  54222 Len=54"
"733","4.035961","192.168.0.8","73.85.80.81","IPv4","1490","","Fragmented IP protocol (proto=UDP 17, off=0, ID=7f8c) [Reassembled in #734]"
"734","4.035961","192.168.0.8","73.85.80.81","UDP","58","","54222  >  6881 Len=1472"
"735","4.036057","192.168.0.8","73.85.80.81","IPv4","1490","","Fragmented IP protocol (proto=UDP 17, off=0, ID=7f8e) [Reassembled in #736]"
"736","4.036057","192.168.0.8","73.85.80.81","UDP","58","","54222  >  6881 Len=1472"
"737","4.036100","192.168.0.8","73.85.80.81","IPv4","1490","","Fragmented IP protocol (proto=UDP 17, off=0, ID=7f90) [Reassembled in #738]"
"738","4.036100","192.168.0.8","73.85.80.81","UDP","58","","54222  >  6881 Len=1472"
"739","4.036139","192.168.0.8","73.85.80.81","IPv4","1490","","Fragmented IP protocol (proto=UDP 17, off=0, ID=7f92) [Reassembled in #740]"
"740","4.036139","192.168.0.8","73.85.80.81","UDP","58","","54222  >  6881 Len=1472"
"741","4.036363","192.168.0.8","73.85.80.81","IPv4","1490","","Fragmented IP protocol (proto=UDP 17, off=0, ID=7f94) [Reassembled in #742]"
"742","4.036363","192.168.0.8","73.85.80.81","UDP","58","","54222  >  6881 Len=1472"
"743","4.036465","192.168.0.8","73.85.80.81","IPv4","1490","","Fragmented IP protocol (proto=UDP 17, off=0, ID=7f96) [Reassembled in #744]"
"744","4.036465","192.168.0.8","73.85.80.81","UDP","58","","54222  >  6881 Len=1472"
"745","4.036539","192.168.0.8","73.85.80.81","IPv4","1490","","Fragmented IP protocol (proto=UDP 17, off=0, ID=7f98) [Reassembled in #746]"
"746","4.036539","192.168.0.8","73.85.80.81","UDP","58","","54222  >  6881 Len=1472"
"747","4.036605","192.168.0.8","73.85.80.81","IPv4","1490","","Fragmented IP protocol (proto=UDP 17, off=0, ID=7f9a) [Reassembled in #748]"
"748","4.036605","192.168.0.8","73.85.80.81","UDP","58","","54222  >  6881 Len=1472"
"749","4.036672","192.168.0.8","73.85.80.81","IPv4","1490","","Fragmented IP protocol (proto=UDP 17, off=0, ID=7f9c) [Reassembled in #750]"
"750","4.036672","192.168.0.8","73.85.80.81","UDP","58","","54222  >  6881 Len=1472"
"751","4.232914","41.182.4.180","192.168.0.8","UDP","62","","31594  >  6881 Len=20"
"752","4.233032","192.168.0.8","41.182.4.180","IPv4","1506","","Fragmented IP protocol (proto=UDP 17, off=0, ID=c03f) [Reassembled in #753]"
"753","4.233032","192.168.0.8","41.182.4.180","UDP","42","","6881  >  31594 Len=1472"
"754","4.233099","192.168.0.8","41.182.4.180","IPv4","1506","","Fragmented IP protocol (proto=UDP 17, off=0, ID=c040) [Reassembled in #755]"
"755","4.233099","192.168.0.8","41.182.4.180","UDP","42","","6881  >  31594 Len=1472"
"756","4.233669","192.168.0.8","41.182.4.180","IPv4","1506","","Fragmented IP protocol (proto=UDP 17, off=0, ID=c042) [Reassembled in #757]"
"757","4.233669","192.168.0.8","41.182.4.180","UDP","42","","6881  >  31594 Len=1472"
"758","4.233788","192.168.0.8","41.182.4.180","IPv4","1506","","Fragmented IP protocol (proto=UDP 17, off=0, ID=c044) [Reassembled in #759]"
"759","4.233788","192.168.0.8","41.182.4.180","UDP","42","","6881  >  31594 Len=1472"
"760","4.233865","192.168.0.8","41.182.4.180","IPv4","1506","","Fragmented IP protocol (proto=UDP 17, off=0, ID=c046) [Reassembled in #761]"
"761","4.233865","192.168.0.8","41.182.4.180","UDP","42","","6881  >  31594 Len=1472"
"762","4.306013","73.85.80.81","192.168.0.8","UDP","62","","6881  >  54222 Len=20"
"763","4.306013","73.85.80.81","192.168.0.8","UDP","62","","6881  >  54222 Len=20"
"764","4.306093","73.85.80.81","192.168.0.8","UDP","62","","6881  >  54222 Len=20"
"765","4.306093","73.85.80.81","192.168.0.8","UDP","62","","6881  >  54222 Len=20"
"766","4.306093","73.85.80.81","192.168.0.8","UDP","65","","6881  >  54222 Len=23"
"767","4.306093","73.85.80.81","192.168.0.8","UDP","82","","6881  >  54222 Len=40"
"768","4.306093","73.85.80.81","192.168.0.8","UDP","62","","6881  >  54222 Len=20"
"769","4.306171","192.168.0.8","73.85.80.81","IPv4","1490","","Fragmented IP protocol (proto=UDP 17, off=0, ID=7f9e) [Reassembled in #770]"
"770","4.306171","192.168.0.8","73.85.80.81","UDP","58","","54222  >  6881 Len=1472"
"771","4.306245","192.168.0.8","73.85.80.81","IPv4","1490","","Fragmented IP protocol (proto=UDP 17, off=0, ID=7fa0) [Reassembled in #772]"
"772","4.306245","192.168.0.8","73.85.80.81","UDP","58","","54222  >  6881 Len=1472"
"773","4.306274","192.168.0.8","73.85.80.81","IPv4","1490","","Fragmented IP protocol (proto=UDP 17, off=0, ID=7fa2) [Reassembled in #774]"
"774","4.306274","192.168.0.8","73.85.80.81","UDP","58","","54222  >  6881 Len=1472"
"775","4.306303","192.168.0.8","73.85.80.81","IPv4","1490","","Fragmented IP protocol (proto=UDP 17, off=0, ID=7fa4) [Reassembled in #776]"
"776","4.306303","192.168.0.8","73.85.80.81","UDP","58","","54222  >  6881 Len=1472"
"777","4.306333","192.168.0.8","73.85.80.81","IPv4","1490","","Fragmented IP protocol (proto=UDP 17, off=0, ID=7fa6) [Reassembled in #778]"
"778","4.306333","192.168.0.8","73.85.80.81","UDP","58","","54222  >  6881 Len=1472"
"779","4.306361","192.168.0.8","73.85.80.81","IPv4","1490","","Fragmented IP protocol (proto=UDP 17, off=0, ID=7fa8) [Reassembled in #780]"
"780","4.306361","192.168.0.8","73.85.80.81","UDP","58","","54222  >  6881 Len=1472"
"781","4.306617","192.168.0.8","73.85.80.81","IPv4","1490","","Fragmented IP protocol (proto=UDP 17, off=0, ID=7faa) [Reassembled in #782]"
"782","4.306617","192.168.0.8","73.85.80.81","UDP","58","","54222  >  6881 Len=1472"
"783","4.306816","192.168.0.8","73.85.80.81","IPv4","1490","","Fragmented IP protocol (proto=UDP 17, off=0, ID=7fac) [Reassembled in #784]"
"784","4.306816","192.168.0.8","73.85.80.81","UDP","58","","54222  >  6881 Len=1472"
"785","4.306986","192.168.0.8","73.85.80.81","IPv4","1490","","Fragmented IP protocol (proto=UDP 17, off=0, ID=7fae) [Reassembled in #786]"
"786","4.306986","192.168.0.8","73.85.80.81","UDP","58","","54222  >  6881 Len=1472"
"787","4.584516","73.85.80.81","192.168.0.8","UDP","62","","6881  >  54222 Len=20"
"788","4.584516","73.85.80.81","192.168.0.8","UDP","62","","6881  >  54222 Len=20"
"789","4.584592","73.85.80.81","192.168.0.8","UDP","71","","6881  >  54222 Len=29"
"790","4.584592","73.85.80.81","192.168.0.8","UDP","62","","6881  >  54222 Len=20"
"791","4.584592","73.85.80.81","192.168.0.8","UDP","62","","6881  >  54222 Len=20"
"792","4.585988","192.168.0.8","73.85.80.81","IPv4","1490","","Fragmented IP protocol (proto=UDP 17, off=0, ID=7fb0) [Reassembled in #793]"
"793","4.585988","192.168.0.8","73.85.80.81","UDP","58","","54222  >  6881 Len=1472"
"794","4.586079","192.168.0.8","73.85.80.81","IPv4","1490","","Fragmented IP protocol (proto=UDP 17, off=0, ID=7fb2) [Reassembled in #795]"
"795","4.586079","192.168.0.8","73.85.80.81","UDP","58","","54222  >  6881 Len=1472"
"796","4.586116","192.168.0.8","73.85.80.81","IPv4","1490","","Fragmented IP protocol (proto=UDP 17, off=0, ID=7fb4) [Reassembled in #797]"
"797","4.586116","192.168.0.8","73.85.80.81","UDP","58","","54222  >  6881 Len=1472"
"798","4.586158","192.168.0.8","73.85.80.81","IPv4","1490","","Fragmented IP protocol (proto=UDP 17, off=0, ID=7fb6) [Reassembled in #799]"
"799","4.586158","192.168.0.8","73.85.80.81","UDP","58","","54222  >  6881 Len=1472"
"800","4.586350","192.168.0.8","73.85.80.81","IPv4","1490","","Fragmented IP protocol (proto=UDP 17, off=0, ID=7fb8) [Reassembled in #801]"
"801","4.586350","192.168.0.8","73.85.80.81","UDP","58","","54222  >  6881 Len=1472"
"802","4.586439","192.168.0.8","73.85.80.81","IPv4","1490","","Fragmented IP protocol (proto=UDP 17, off=0, ID=7fba) [Reassembled in #803]"
"803","4.586439","192.168.0.8","73.85.80.81","UDP","58","","54222  >  6881 Len=1472"
"804","4.586508","192.168.0.8","73.85.80.81","IPv4","1490","","Fragmented IP protocol (proto=UDP 17, off=0, ID=7fbc) [Reassembled in #805]"
"805","4.586508","192.168.0.8","73.85.80.81","UDP","58","","54222  >  6881 Len=1472"
"806","4.586577","192.168.0.8","73.85.80.81","IPv4","1490","","Fragmented IP protocol (proto=UDP 17, off=0, ID=7fbe) [Reassembled in #807]"
"807","4.586577","192.168.0.8","73.85.80.81","UDP","58","","54222  >  6881 Len=1472"
"808","4.586667","192.168.0.8","73.85.80.81","IPv4","1490","","Fragmented IP protocol (proto=UDP 17, off=0, ID=7fc0) [Reassembled in #809]"
"809","4.586667","192.168.0.8","73.85.80.81","UDP","58","","54222  >  6881 Len=1472"
"810","4.708183","41.182.4.180","192.168.0.8","UDP","68","","31594  >  6881 Len=26"
"811","4.709107","192.168.0.8","41.182.4.180","IPv4","1506","","Fragmented IP protocol (proto=UDP 17, off=0, ID=c048) [Reassembled in #812]"
"812","4.709107","192.168.0.8","41.182.4.180","UDP","42","","6881  >  31594 Len=1472"
"813","4.725901","192.168.0.8","78.148.97.67","UDP","62","","54222  >  28018 Len=20"
"814","4.967595","73.85.80.81","192.168.0.8","UDP","79","","6881  >  54222 Len=37"
"815","4.967595","73.85.80.81","192.168.0.8","UDP","65","","6881  >  54222 Len=23"
"816","4.967682","73.85.80.81","192.168.0.8","UDP","65","","6881  >  54222 Len=23"
"817","4.967682","73.85.80.81","192.168.0.8","UDP","65","","6881  >  54222 Len=23"
"818","4.967785","192.168.0.8","73.85.80.81","IPv4","1490","","Fragmented IP protocol (proto=UDP 17, off=0, ID=7fc1) [Reassembled in #819]"
"819","4.967785","192.168.0.8","73.85.80.81","UDP","58","","54222  >  6881 Len=1472"
"820","4.967887","192.168.0.8","73.85.80.81","IPv4","1490","","Fragmented IP protocol (proto=UDP 17, off=0, ID=7fc3) [Reassembled in #821]"
"821","4.967887","192.168.0.8","73.85.80.81","UDP","58","","54222  >  6881 Len=1472"
"822","4.967939","192.168.0.8","73.85.80.81","IPv4","1490","","Fragmented IP protocol (proto=UDP 17, off=0, ID=7fc5) [Reassembled in #823]"
"823","4.967939","192.168.0.8","73.85.80.81","UDP","58","","54222  >  6881 Len=1472"
"824","4.968190","192.168.0.8","73.85.80.81","IPv4","1490","","Fragmented IP protocol (proto=UDP 17, off=0, ID=7fc7) [Reassembled in #825]"
"825","4.968190","192.168.0.8","73.85.80.81","UDP","58","","54222  >  6881 Len=1472"
"826","4.968265","192.168.0.8","73.85.80.81","IPv4","1490","","Fragmented IP protocol (proto=UDP 17, off=0, ID=7fc9) [Reassembled in #827]"
"827","4.968265","192.168.0.8","73.85.80.81","UDP","58","","54222  >  6881 Len=1472"
"828","4.968318","192.168.0.8","73.85.80.81","IPv4","1490","","Fragmented IP protocol (proto=UDP 17, off=0, ID=7fcb) [Reassembled in #829]"
"829","4.968318","192.168.0.8","73.85.80.81","UDP","58","","54222  >  6881 Len=1472"
"830","5.160875","41.182.4.180","192.168.0.8","UDP","68","","31594  >  6881 Len=26"
"831","5.161109","192.168.0.8","41.182.4.180","IPv4","1506","","Fragmented IP protocol (proto=UDP 17, off=0, ID=c04a) [Reassembled in #832]"
"832","5.161109","192.168.0.8","41.182.4.180","UDP","42","","6881  >  31594 Len=1472"
"833","5.230812","73.85.80.81","192.168.0.8","UDP","71","","6881  >  54222 Len=29"
"834","5.230812","73.85.80.81","192.168.0.8","UDP","62","","6881  >  54222 Len=20"
"835","5.230905","73.85.80.81","192.168.0.8","UDP","62","","6881  >  54222 Len=20"
"836","5.231015","192.168.0.8","73.85.80.81","IPv4","1490","","Fragmented IP protocol (proto=UDP 17, off=0, ID=7fcd) [Reassembled in #837]"
"837","5.231015","192.168.0.8","73.85.80.81","UDP","58","","54222  >  6881 Len=1472"
"838","5.231113","192.168.0.8","73.85.80.81","IPv4","1490","","Fragmented IP protocol (proto=UDP 17, off=0, ID=7fcf) [Reassembled in #839]"
"839","5.231113","192.168.0.8","73.85.80.81","UDP","58","","54222  >  6881 Len=1472"
"840","5.231153","192.168.0.8","73.85.80.81","IPv4","1490","","Fragmented IP protocol (proto=UDP 17, off=0, ID=7fd1) [Reassembled in #841]"
"841","5.231153","192.168.0.8","73.85.80.81","UDP","58","","54222  >  6881 Len=1472"
"842","5.231387","192.168.0.8","73.85.80.81","IPv4","1490","","Fragmented IP protocol (proto=UDP 17, off=0, ID=7fd3) [Reassembled in #843]"
"843","5.231387","192.168.0.8","73.85.80.81","UDP","58","","54222  >  6881 Len=1472"
"844","5.231453","192.168.0.8","73.85.80.81","IPv4","1490","","Fragmented IP protocol (proto=UDP 17, off=0, ID=7fd5) [Reassembled in #845]"
"845","5.231453","192.168.0.8","73.85.80.81","UDP","58","","54222  >  6881 Len=1472"
"846","5.231504","192.168.0.8","73.85.80.81","IPv4","1490","","Fragmented IP protocol (proto=UDP 17, off=0, ID=7fd7) [Reassembled in #847]"
"847","5.231504","192.168.0.8","73.85.80.81","UDP","58","","54222  >  6881 Len=1472"
"848","5.496620","73.85.80.81","192.168.0.8","UDP","62","","6881  >  54222 Len=20"
